"location"	"n"	"trt_p"	"trt_eff"	"pre_p"	"pre_eff"	"intercept"	"singular"	"r2m"	"r2c"	"message"	"cont_est"	"cort_est"	"cont_min_cort"	"trt_q"	"pre_q"	"sig"	"contig"	"start"	"end"
"4430"	"Contig245_1571_1571"	7	0.000136748895484892	2.23702022147604	0.845139928756617	-0.0445173338453652	-0.292947747939009	FALSE	0.793614465252498	0.968624069932241	NA	0.427282363212258	0.874798865689442	-0.447516502477184	0.00822893707553057	0.552420856263783	"yes"	"Contig245"	"1571"	"1571"
"5054"	"Contig272_64799_64799"	7	5.74380617274568e-05	1.69031933694533	0.210683577801055	0.247094798975219	-1.44304998211011	FALSE	0.81540101730539	0.906713422590766	NA	0.191073485646934	0.561504282329995	-0.370430796683061	0.00416106165312489	0.270494050872676	"yes"	"Contig272"	"64799"	"64799"
"5193"	"Contig2774_555932_555932"	8	0.000915218061943276	2.25386149329742	0.000179537793502248	1.41258139182704	-1.15107463022884	FALSE	0.81613283101656	0.929535602017018	NA	0.240292852194226	0.750781915523416	-0.51048906332919	0.0361484842476591	0.00163724908885967	"yes"	"Contig2774"	"555932"	"555932"
"5495"	"Contig2863_96458_96458"	8	0.00139726110403207	1.63068874668857	0.910560411439361	-0.0373996571118184	0.207530759481342	FALSE	0.70293997294332	0.903853417471813	NA	0.551697277017083	0.862737995448142	-0.311040718431059	0.048493184980419	0.568285831437975	"yes"	"Contig2863"	"96458"	"96458"
"5715"	"Contig3009_1094_1094"	10	7.12067663459562e-06	1.23569479253737	0.000205987812478372	0.569168866212134	0.367026016212184	FALSE	0.856380670791874	0.858073858283918	NA	0.59074016411515	0.832398312237121	-0.241658148121971	0.000718011075764784	0.00182035679332524	"yes"	"Contig3009"	"1094"	"1094"
"6203"	"Contig32432_2934_2934"	7	0.000225374441378515	-1.44860851642433	4.92051733832018e-05	0.735371773392241	0.686699135397771	FALSE	0.798056223607238	0.92370257396815	NA	0.66523223116091	0.318231862547276	0.347000368613634	0.0120984981481162	0.000569988081047889	"yes"	"Contig32432"	"2934"	"2934"
"6322"	"Contig33159_18149_18149"	11	2.86296641175101e-05	-1.09233956913319	1.11935461477827e-06	0.633226454668928	-0.107363293437952	FALSE	0.844096593010156	0.85433887058746	NA	0.47318492952784	0.231528079815194	0.241656849712646	0.002455492430203	2.30285006871798e-05	"yes"	"Contig33159"	"18149"	"18149"
"6488"	"Contig3394_186564_186564"	11	2.48773299651558e-05	-0.96910427121979	0.000262772145508622	0.386775038457764	2.36699763036038	FALSE	0.859536046247616	0.90273296280268	NA	0.914275840756486	0.801849383649996	0.11242645710649	0.00225416406791735	0.00219711289131386	"yes"	"Contig3394"	"186564"	"186564"
"6622"	"Contig3440_76048_76048"	8	0.000206258279611519	-2.20831976090914	0.020127510061481	-0.797196868039383	-1.12994076030451	FALSE	0.853383623726857	0.931537185647335	NA	0.244172033546852	0.0342816990553264	0.209890334491525	0.011233948359576	0.059804100477723	"yes"	"Contig3440"	"76048"	"76048"
"7025"	"Contig357_7470_7470"	10	0.00143219856241869	0.710137981173799	0.0626336720019708	-0.240343639413766	0.584647636975097	FALSE	0.69176491977219	0.899066719772561	NA	0.642136124933948	0.784956103178199	-0.142819978244251	0.0494756013620051	0.128342983300007	"yes"	"Contig357"	"7470"	"7470"
"7774"	"Contig433_17649_17649"	7	0.000143200405493252	2.16560770869258	0.257489497546346	0.231822102531004	-1.00834980182218	FALSE	0.77931995583178	0.975996936136687	NA	0.267302921358279	0.760834105238512	-0.493531183880233	0.00841360513774295	0.303654419390743	"yes"	"Contig433"	"17649"	"17649"
"7938"	"Contig4458_608808_608808"	7	0.000955575902921847	-1.82499806184189	0.653996283151947	-0.121343851545505	1.78144080851003	FALSE	0.782651575466256	0.92927999001694	NA	0.85587468540742	0.489112407972041	0.366762277435379	0.0371368924639816	0.492340316353254	"yes"	"Contig4458"	"608808"	"608808"
"8077"	"Contig466_9948_9948"	10	0.000553268180856998	-0.883449729973937	0.0226390543904901	0.271162144405539	0.712481636959078	FALSE	0.605330711392408	0.874478128106959	NA	0.670949278793463	0.457361786082599	0.213587492710865	0.0245735562617612	0.0650857509808037	"yes"	"Contig466"	"9948"	"9948"
"8366"	"Contig4814_7734_7734"	9	1.31205489308404e-05	-0.777399441689579	9.17254969769757e-13	0.661265461181415	-0.739282805213012	FALSE	0.92744155533453	0.957658912099124	NA	0.323160994418756	0.179950595080743	0.143210399338013	0.00123927164573032	5.18425862771595e-11	"yes"	"Contig4814"	"7734"	"7734"
"8370"	"Contig4814_7750_7750"	9	3.74369092435706e-05	-0.925533493066586	1.0673402281538e-18	0.99543470264221	0.613869560821055	FALSE	0.935812499519392	0.964960526293874	NA	0.648822995090598	0.422708643927613	0.226114351162985	0.00310383821891142	8.71365391490353e-17	"yes"	"Contig4814"	"7750"	"7750"
"8374"	"Contig4814_7768_7768"	9	0.000139457931579699	-1.10372159969727	3.27674315779349e-13	1.04725466376804	0.866079106449702	FALSE	0.892738703664922	0.970403905439773	NA	0.703929187170702	0.440867402740825	0.263061784429876	0.00825874912359081	2.03049669443659e-11	"yes"	"Contig4814"	"7768"	"7768"
"8376"	"Contig4814_7771_7771"	9	0.000853375110142393	-1.06555107870457	2.60690771100745e-11	1.04088620571667	0.864722126023837	FALSE	0.872045760107359	0.971517863841645	NA	0.703646296722786	0.449960831648416	0.25368546507437	0.0344199189098005	1.20792690808675e-09	"yes"	"Contig4814"	"7771"	"7771"
"8470"	"Contig4814_20696_20696"	7	6.94634202697521e-06	-1.16184311196374	0.247518343907089	-0.153140847361617	1.71748526293982	FALSE	0.901134893211551	0.904072004599986	NA	0.847804638684887	0.635443619758015	0.212361018926873	0.000718011075764784	0.297224483676479	"yes"	"Contig4814"	"20696"	"20696"
"8949"	"Contig578_839798_839798"	8	0.000455886796710665	-0.648902419034448	1.34808613507092e-14	1.02309890377481	0.703646927538504	FALSE	0.963179270589082	0.980983712348512	NA	0.668995846408419	0.513682710084074	0.155313136324345	0.0208694502731028	9.36966147724614e-13	"yes"	"Contig578"	"839798"	"839798"
"9014"	"Contig6005_2603_2603"	11	3.84448161868406e-05	-1.28875179219411	0.0125073555666107	-0.361637451319087	0.545583702936064	FALSE	0.709474614531332	0.846121725811591	NA	0.633110370680814	0.322311758694334	0.31079861198648	0.00315237587922188	0.0427716139301771	"yes"	"Contig6005"	"2603"	"2603"
"9031"	"Contig6005_2675_2675"	12	0.000715652197280305	-1.03664327457625	0.249460368597157	-0.163744147129676	-0.336805003111229	FALSE	0.600613670238171	0.870342827000813	NA	0.416585788166116	0.202063296559101	0.214522491607015	0.0298325637521608	0.298505258756366	"yes"	"Contig6005"	"2675"	"2675"
"9204"	"Contig611_3702_3702"	7	0.00070280407092276	2.86632157114844	1.41653108869659e-06	3.13208282522331	-2.06552249030509	FALSE	0.953284692841072	0.991940588735977	NA	0.112493291613196	0.690145386314959	-0.577652094701762	0.0296280181073255	2.82386793762588e-05	"yes"	"Contig611"	"3702"	"3702"
"9426"	"Contig6986_138762_138762"	11	3.32749497704824e-06	-1.19067372831964	0.0904482289290768	0.260764480637811	-0.560218047016389	FALSE	0.844251155683326	0.919197835859304	NA	0.363497009347475	0.147934754398844	0.215562254948631	0.000365132167476683	0.162656140744694	"yes"	"Contig6986"	"138762"	"138762"
"9965"	"Contig7610_552252_552252"	7	0.000711693042185116	-1.55242332379639	0.821882419641239	0.061642614478048	-1.37575080721011	FALSE	0.8560583206018	0.940257423660062	NA	0.201692305823585	0.0507782593521892	0.150914046471396	0.0298325637521608	0.545939685645048	"yes"	"Contig7610"	"552252"	"552252"
"10566"	"Contig869_432494_432494"	11	6.64508737198597e-05	-1.80104390414944	1.18823657596012e-12	1.09407321593629	2.65090486752048	FALSE	0.945025490077526	0.958883912600381	NA	0.934066739632148	0.700537975554737	0.233528764077411	0.00472229371721695	6.64282891151847e-11	"yes"	"Contig869"	"432494"	"432494"
"10709"	"Contig8856_738735_738735"	7	0.000106799080172519	-2.02818784570788	0.0859901051698974	0.423301257510662	2.12407698907413	FALSE	0.896755419953866	0.926040678302734	NA	0.893221404054656	0.523953934494655	0.369267469560001	0.00681119399342872	0.157279145768255	"yes"	"Contig8856"	"738735"	"738735"
"10711"	"Contig8856_738797_738797"	7	0.00029621572594365	-2.43211219193865	0.584211806407946	0.178615532385121	2.1816940714	FALSE	0.851575183444292	0.9421209026204	NA	0.898593545555323	0.437720588075852	0.460872957479471	0.0153492520784216	0.467810952466186	"yes"	"Contig8856"	"738797"	"738797"
"10712"	"Contig8856_738803_738803"	7	8.88014035474715e-10	-2.84524612025757	0.000177934725725828	-0.878206300838693	2.3105302364611	FALSE	0.916405986173121	0.926057014481462	NA	0.909745401786599	0.36941765626593	0.540327745520669	1.40981968894808e-07	0.00162840480651338	"yes"	"Contig8856"	"738803"	"738803"
"10924"	"Contig9318_243326_243326"	9	0.000447245349595742	-1.68666847364009	0.546026217191779	0.151891626650992	-0.0621300133359929	FALSE	0.732257513860905	0.881628983411678	NA	0.484472491205966	0.14819880803242	0.336273683173546	0.0206002465563531	0.452547074261865	"yes"	"Contig9318"	"243326"	"243326"
"10925"	"Contig9318_243336_243336"	9	0.000557643431457231	-1.6181521203815	0.644457344918263	0.112648491320247	-0.204136001887964	FALSE	0.69532540884961	0.867571942594617	NA	0.449142486095144	0.139159542885944	0.3099829432092	0.0246213286756122	0.489301481592314	"yes"	"Contig9318"	"243336"	"243336"
"10927"	"Contig9318_243349_243349"	8	5.46022168925155e-05	-1.79927048511365	0.976888033944705	0.00549907943372024	-0.559847229215252	FALSE	0.859270726399163	0.864376497904075	NA	0.363582808667012	0.0863437713131947	0.277239037353817	0.00406556076219492	0.586258411136376	"yes"	"Contig9318"	"243349"	"243349"
"10928"	"Contig9318_243365_243365"	9	0.00137084784940563	-1.37778716801955	0.142702825476984	-0.379100621265683	-0.611576461855742	FALSE	0.79516436251282	0.859022922508305	NA	0.351699669582489	0.120324203611429	0.231375465971061	0.0480232171706487	0.216826259117994	"yes"	"Contig9318"	"243365"	"243365"
