Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0045111~intermediate filament cytoskeleton	9	5.142857142857142	4.239903509894039E-5	LOC100227468, LOC115491358, LOC100224644, LOC115491353, LOC100230278, LOC101233849, LOC100229354, LDLRAP1, LOC100224585	116	31	2566	6.422135706340379	0.009410625560270391	0.0031516616090212354	0.0031375285973215886
GOTERM_MF_2	GO:0003700~transcription factor activity, sequence-specific DNA binding	25	14.285714285714285	6.322037705940682E-5	LOC100227703, RAX, GATA6, HNF4G, GATA5, GATA4, NR2E1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, MNX1, NKX3-2, LOC115491417, FOXJ1, ESRRG, MITF, NR2F2, LOC100230362, RAX2, FOSL2, NR2F6, NR5A2	102	268	2567	2.347636815920398	0.001705548036971094	5.689833935346614E-4	5.057630164752545E-4
GOTERM_MF_FAT	GO:1901363~heterocyclic compound binding	64	36.57142857142857	6.508803116140025E-5	ACVRL1, LOC100226815, LOC100227703, HNF4G, RAX, IKZF1, NR2E1, NR2E3, ZCCHC14, SIX6, HNF4A, AKT3, PIM1, HOXA3, AKT1, PIM3, KIF1B, KIF1A, PKNOX1, MNX1, NKX3-2, PKNOX2, LOC115491417, ACVR1, NCOA5, TGFBR1, NCOR2, NR5A2, SRSF3, SGK1, ALPK1, SGK2, IGHMBP2, GATA6, GATA5, GATA4, ACVR1B, HSPA14, HSPA13, RXRA, ALX1, LOC100221543, HSPA9, HSPA8, HSPA5, FOXJ1, ESRRG, ARID3A, NR2F2, HSPA2, ARID3B, LOC100230362, MEX3D, LOC100231693, DCLK1, NR2F6, RAX2, FOSL2, MYO1D, MEX3B, MEX3A, PTK7, BMPR1B, BMPR1A	107	1040	2543	1.4625449317038102	0.01415362493036565	0.004751426274782218	0.004274114046265284
GOTERM_MF_1	GO:0001071~nucleic acid binding transcription factor activity	25	14.285714285714285	1.2076606382484081E-4	LOC100227703, RAX, GATA6, HNF4G, GATA5, GATA4, NR2E1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, MNX1, NKX3-2, LOC115491417, FOXJ1, ESRRG, MITF, NR2F2, LOC100230362, RAX2, FOSL2, NR2F6, NR5A2	107	268	2596	2.2632166271446503	9.657202448360991E-4	9.661285105987265E-4	9.661285105987265E-4
GOTERM_MF_ALL	GO:0003700~transcription factor activity, sequence-specific DNA binding	25	14.285714285714285	1.2076606382484081E-4	LOC100227703, RAX, GATA6, HNF4G, GATA5, GATA4, NR2E1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, MNX1, NKX3-2, LOC115491417, FOXJ1, ESRRG, MITF, NR2F2, LOC100230362, RAX2, FOSL2, NR2F6, NR5A2	107	268	2596	2.2632166271446503	0.026808113699701264	0.005299287874743411	0.004781135282546278
GOTERM_MF_ALL	GO:0001071~nucleic acid binding transcription factor activity	25	14.285714285714285	1.2076606382484081E-4	LOC100227703, RAX, GATA6, HNF4G, GATA5, GATA4, NR2E1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, MNX1, NKX3-2, LOC115491417, FOXJ1, ESRRG, MITF, NR2F2, LOC100230362, RAX2, FOSL2, NR2F6, NR5A2	107	268	2596	2.2632166271446503	0.026808113699701264	0.005299287874743411	0.004781135282546278
GOTERM_MF_ALL	GO:0008270~zinc ion binding	15	8.571428571428571	1.4131434332649096E-4	LOC100227703, GATA6, HNF4G, IGHMBP2, GATA5, ESRRG, GATA4, NR2E1, NR2F2, NR2E3, ZCCHC14, NR2F6, RXRA, NR5A2, HNF4A	107	113	2596	3.2205772888925646	0.03129773469870245	0.005299287874743411	0.004781135282546278
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	15	8.571428571428571	1.4131434332649096E-4	LOC100227703, GATA6, HNF4G, IGHMBP2, GATA5, ESRRG, GATA4, NR2E1, NR2F2, NR2E3, ZCCHC14, NR2F6, RXRA, NR5A2, HNF4A	107	113	2596	3.2205772888925646	0.014311681719186287	0.0038436287042679543	0.003617532898134545
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	12	6.857142857142858	1.5073053742227271E-4	RXRA, HNF4A, LOC100227703, HNF4G, FOXJ1, ESRRG, MITF, NR2E1, NR2F2, FOSL2, NR2F6, LOC115491417	107	74	2596	3.9343268502147004	0.015258071477034618	0.0038436287042679543	0.003617532898134545
GOTERM_MF_2	GO:0038023~signaling receptor activity	22	12.571428571428573	1.5252121578904877E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	102	230	2567	2.407246376811594	0.004109917979719713	0.0010295182065760793	9.151272947342926E-4
GOTERM_MF_FAT	GO:0003700~transcription factor activity, sequence-specific DNA binding	25	14.285714285714285	1.6670446366542717E-4	LOC100227703, RAX, GATA6, HNF4G, GATA5, GATA4, NR2E1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, MNX1, NKX3-2, LOC115491417, FOXJ1, ESRRG, MITF, NR2F2, LOC100230362, RAX2, FOSL2, NR2F6, NR5A2	107	268	2543	2.2170107406890778	0.035852821205647145	0.006407621739366597	0.005763933710754428
GOTERM_MF_FAT	GO:0001071~nucleic acid binding transcription factor activity	25	14.285714285714285	1.6670446366542717E-4	LOC100227703, RAX, GATA6, HNF4G, GATA5, GATA4, NR2E1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, MNX1, NKX3-2, LOC115491417, FOXJ1, ESRRG, MITF, NR2F2, LOC100230362, RAX2, FOSL2, NR2F6, NR5A2	107	268	2543	2.2170107406890778	0.035852821205647145	0.006407621739366597	0.005763933710754428
GOTERM_MF_FAT	GO:0008270~zinc ion binding	15	8.571428571428571	1.755512805305917E-4	LOC100227703, GATA6, HNF4G, IGHMBP2, GATA5, ESRRG, GATA4, NR2E1, NR2F2, NR2E3, ZCCHC14, NR2F6, RXRA, NR5A2, HNF4A	107	113	2543	3.1548259035646344	0.037719321644902104	0.006407621739366597	0.005763933710754428
GOTERM_MF_3	GO:0038023~signaling receptor activity	22	12.571428571428573	2.0345839740399125E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	100	230	2462	2.3549565217391306	0.012134521503624485	0.006668776638206945	0.006335337806296597
GOTERM_MF_3	GO:0003676~nucleic acid binding	38	21.714285714285715	2.2229255460689816E-4	LOC100226815, LOC100227703, RAX, GATA6, HNF4G, IGHMBP2, GATA5, GATA4, NR2E1, IKZF1, NR2E3, ZCCHC14, SIX6, RXRA, HNF4A, HOXA3, ALX1, PKNOX1, MNX1, NKX3-2, PKNOX2, LOC115491417, NCOA5, FOXJ1, ESRRG, ARID3A, NR2F2, ARID3B, MEX3D, LOC100230362, RAX2, FOSL2, NR2F6, NCOR2, MEX3B, NR5A2, MEX3A, SRSF3	100	536	2462	1.74544776119403	0.013250465229182606	0.006668776638206945	0.006335337806296597
GOTERM_MF_ALL	GO:0004977~melanocortin receptor activity	4	2.2857142857142856	2.570641044549373E-4	MC4R, MC3R, MC1R, MC5R	107	4	2596	24.261682242990652	0.05620552999737016	0.0060746601075203025	0.005480693341451651
GOTERM_MF_ALL	GO:0004674~protein serine/threonine kinase activity	11	6.2857142857142865	2.606582047994056E-4	ACVRL1, ACVR1, BMPR1B, SGK1, ACVR1B, ALPK1, LOC100231693, SGK2, TGFBR1, DCLK1, BMPR1A	107	66	2596	4.043613707165108	0.056968639648983466	0.0060746601075203025	0.005480693341451651
GOTERM_MF_ALL	GO:0038023~signaling receptor activity	22	12.571428571428573	2.6729790805365744E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	107	230	2596	2.3206826493295405	0.058376785157108424	0.0060746601075203025	0.005480693341451651
GOTERM_MF_ALL	GO:0043565~sequence-specific DNA binding	20	11.428571428571429	2.69984893667569E-4	LOC100227703, RAX, GATA6, HNF4G, FOXJ1, GATA5, ESRRG, GATA4, NR2E1, NR2F2, NR2E3, NR2F6, SIX6, RXRA, NR5A2, HNF4A, ALX1, MNX1, PKNOX2, LOC115491417	107	197	2596	2.46311494852697	0.05894604479451904	0.0060746601075203025	0.005480693341451651
GOTERM_MF_FAT	GO:0004977~melanocortin receptor activity	4	2.2857142857142856	2.7330560265140426E-4	MC4R, MC3R, MC1R, MC5R	107	4	2543	23.766355140186914	0.05810559536356252	0.007770977346473196	0.006990331220343469
GOTERM_MF_5	GO:0004977~melanocortin receptor activity	4	2.2857142857142856	2.7552730216910286E-4	MC4R, MC3R, MC1R, MC5R	78	4	1836	23.538461538461537	0.013411945572157857	0.004738059224917931	0.003674413276466967
GOTERM_MF_5	GO:0043565~sequence-specific DNA binding	20	11.428571428571429	2.900852586684448E-4	LOC100227703, RAX, GATA6, HNF4G, FOXJ1, GATA5, ESRRG, GATA4, NR2E1, NR2F2, NR2E3, NR2F6, SIX6, RXRA, NR5A2, HNF4A, ALX1, MNX1, PKNOX2, LOC115491417	78	197	1836	2.389691526747364	0.014115666155927853	0.004738059224917931	0.003674413276466967
GOTERM_MF_FAT	GO:0004674~protein serine/threonine kinase activity	11	6.2857142857142865	3.076319130959462E-4	ACVRL1, ACVR1, BMPR1B, SGK1, ACVR1B, ALPK1, LOC100231693, SGK2, TGFBR1, DCLK1, BMPR1A	107	66	2543	3.9610591900311527	0.06516174493061433	0.007770977346473196	0.006990331220343469
GOTERM_MF_FAT	GO:0043565~sequence-specific DNA binding	20	11.428571428571429	3.514249407083225E-4	LOC100227703, RAX, GATA6, HNF4G, FOXJ1, GATA5, ESRRG, GATA4, NR2E1, NR2F2, NR2E3, NR2F6, SIX6, RXRA, NR5A2, HNF4A, ALX1, MNX1, PKNOX2, LOC115491417	107	197	2543	2.4128279330139	0.07408754364472958	0.007770977346473196	0.006990331220343469
GOTERM_MF_FAT	GO:0038023~signaling receptor activity	22	12.571428571428573	3.5483914824078523E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	107	230	2543	2.2733035351483135	0.07477984461039544	0.007770977346473196	0.006990331220343469
GOTERM_MF_ALL	GO:0003676~nucleic acid binding	38	21.714285714285715	3.5548525978972706E-4	LOC100226815, LOC100227703, RAX, GATA6, HNF4G, IGHMBP2, GATA5, GATA4, NR2E1, IKZF1, NR2E3, ZCCHC14, SIX6, RXRA, HNF4A, HOXA3, ALX1, PKNOX1, MNX1, NKX3-2, PKNOX2, LOC115491417, NCOA5, FOXJ1, ESRRG, ARID3A, NR2F2, ARID3B, MEX3D, LOC100230362, RAX2, FOSL2, NR2F6, NCOR2, MEX3B, NR5A2, MEX3A, SRSF3	107	536	2596	1.7200446366299342	0.07688217978483358	0.007271289404789871	0.006560318885210417
GOTERM_MF_1	GO:0004871~signal transducer activity	23	13.142857142857142	4.0070845911514705E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, NR5A2, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	107	254	2596	2.196923982633012	0.003201175390656008	0.0016028338364605882	0.0016028338364605882
GOTERM_MF_ALL	GO:0004871~signal transducer activity	23	13.142857142857142	4.0070845911514705E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, NR5A2, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	107	254	2596	2.196923982633012	0.08623099748257412	0.007513283608409007	0.006778651433364572
GOTERM_BP_ALL	GO:0098742~cell-cell adhesion via plasma-membrane adhesion molecules	8	4.571428571428571	5.309055338542504E-4	LOC100229528, PCDH10, PCDH8, LOC100229630, GATA5, LOC100220115, PCDH12, LOC105759510	73	44	2129	5.302615193026151	0.575838126831544	0.4895230664857315	0.4895230664857315
GOTERM_MF_FAT	GO:0004871~signal transducer activity	23	13.142857142857142	5.34206058598827E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, NR5A2, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	107	254	2543	2.1520715284421224	0.11043472144674871	0.009912044546264716	0.008916314043900224
GOTERM_MF_FAT	GO:0003676~nucleic acid binding	38	21.714285714285715	5.431257285624502E-4	LOC100226815, LOC100227703, RAX, GATA6, HNF4G, IGHMBP2, GATA5, GATA4, NR2E1, IKZF1, NR2E3, ZCCHC14, SIX6, RXRA, HNF4A, HOXA3, ALX1, PKNOX1, MNX1, NKX3-2, PKNOX2, LOC115491417, NCOA5, FOXJ1, ESRRG, ARID3A, NR2F2, ARID3B, MEX3D, LOC100230362, RAX2, FOSL2, NR2F6, NCOR2, MEX3B, NR5A2, MEX3A, SRSF3	107	536	2543	1.6849281629236992	0.11217164374062016	0.009912044546264716	0.008916314043900224
GOTERM_BP_ALL	GO:0048513~animal organ development	25	14.285714285714285	6.062205157718037E-4	RAX, GATA6, GATA5, KLHL12, IKZF1, NR2E3, SIX6, HNF4A, GPR171, ALX1, MNX1, HSPA9, HSPA5, LAMB2, LOC100224843, PTCH1, LAMB1, AXIN2, TGFBR1, LOC100231893, NR5A2, PTK7, DCX, BMPR1B, BMPR1A	73	369	2129	1.9759067453688233	0.6244422452014664	0.4895230664857315	0.4895230664857315
GOTERM_BP_FAT	GO:0098742~cell-cell adhesion via plasma-membrane adhesion molecules	8	4.571428571428571	6.137107665993453E-4	LOC100229528, PCDH10, PCDH8, LOC100229630, GATA5, LOC100220115, PCDH12, LOC105759510	73	44	2078	5.175591531755916	0.6095648995158167	0.801315075351216	0.801315075351216
GOTERM_MF_4	GO:0003677~DNA binding	31	17.71428571428571	6.639327937215135E-4	LOC100227703, RAX, GATA6, HNF4G, IGHMBP2, GATA5, GATA4, NR2E1, IKZF1, NR2E3, SIX6, RXRA, HNF4A, HOXA3, ALX1, PKNOX1, MNX1, NKX3-2, PKNOX2, LOC115491417, FOXJ1, ESRRG, ARID3A, NR2F2, ARID3B, LOC100230362, RAX2, FOSL2, NR2F6, NCOR2, NR5A2	96	421	2356	1.807106096595408	0.0447923975240575	0.045811362766784436	0.0391720348295693
GOTERM_BP_4	GO:0098742~cell-cell adhesion via plasma-membrane adhesion molecules	8	4.571428571428571	6.790489932408336E-4	LOC100229528, PCDH10, PCDH8, LOC100229630, GATA5, LOC100220115, PCDH12, LOC105759510	73	44	2043	5.088418430884184	0.4328880255482871	0.467021422032564	0.467021422032564
GOTERM_MF_ALL	GO:0005524~ATP binding	27	15.428571428571427	7.280690453244905E-4	ACVRL1, IGHMBP2, HSPA14, ACVR1B, HSPA13, AKT3, PIM1, AKT1, PIM3, KIF1B, KIF1A, LOC100221543, HSPA9, ACVR1, HSPA8, HSPA5, HSPA2, LOC100231693, TGFBR1, DCLK1, MYO1D, PTK7, SGK1, BMPR1B, ALPK1, SGK2, BMPR1A	107	338	2596	1.9380633744400815	0.15115204737607513	0.012601195015231565	0.011369078169297813
GOTERM_MF_DIRECT	GO:0005524~ATP binding	27	15.428571428571427	7.280690453244905E-4	ACVRL1, IGHMBP2, HSPA14, ACVR1B, HSPA13, AKT3, PIM1, AKT1, PIM3, KIF1B, KIF1A, LOC100221543, HSPA9, ACVR1, HSPA8, HSPA5, HSPA2, LOC100231693, TGFBR1, DCLK1, MYO1D, PTK7, SGK1, BMPR1B, ALPK1, SGK2, BMPR1A	107	338	2596	1.9380633744400815	0.07159766551816837	0.014852608524619604	0.013978925670230216
GOTERM_MF_5	GO:0005524~ATP binding	27	15.428571428571427	7.357675704657727E-4	ACVRL1, IGHMBP2, HSPA14, ACVR1B, HSPA13, AKT3, PIM1, AKT1, PIM3, KIF1B, KIF1A, LOC100221543, HSPA9, ACVR1, HSPA8, HSPA5, HSPA2, LOC100231693, TGFBR1, DCLK1, MYO1D, PTK7, SGK1, BMPR1B, ALPK1, SGK2, BMPR1A	78	338	1836	1.8802913063268092	0.035423255536817244	0.007602160291540217	0.005895552879153637
GOTERM_MF_2	GO:0004872~receptor activity	22	12.571428571428573	8.021451452921371E-4	ACVR1, P2RY12, ACVRL1, P2RY13, LOC100223643, PTCH1, LOC100227703, P2RY14, ESRRG, ACVR1B, TGFBR1, MC4R, MC3R, RXRA, MC1R, ADGRB2, ADGRB3, GPR171, ADGRB1, MC5R, BMPR1B, BMPR1A	102	259	2567	2.137709137709138	0.02143357503441934	0.004331583784577541	0.003850296697402258
GOTERM_BP_5	GO:0048513~animal organ development	25	14.285714285714285	8.648605092819104E-4	RAX, GATA6, GATA5, KLHL12, IKZF1, NR2E3, SIX6, HNF4A, GPR171, ALX1, MNX1, HSPA9, HSPA5, LAMB2, LOC100224843, PTCH1, LAMB1, AXIN2, TGFBR1, LOC100231893, NR5A2, PTK7, DCX, BMPR1B, BMPR1A	69	369	1952	1.9166568477278976	0.5786828831567501	0.7027047112810083	0.7027047112810083
GOTERM_BP_3	GO:0048513~animal organ development	25	14.285714285714285	8.962867591788176E-4	RAX, GATA6, GATA5, KLHL12, IKZF1, NR2E3, SIX6, HNF4A, GPR171, ALX1, MNX1, HSPA9, HSPA5, LAMB2, LOC100224843, PTCH1, LAMB1, AXIN2, TGFBR1, LOC100231893, NR5A2, PTK7, DCX, BMPR1B, BMPR1A	73	369	2074	1.9248617143705684	0.3278226625745433	0.3970550343162162	0.3970550343162162
