Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_5	GO:0099513~polymeric cytoskeletal fiber	8	15.686274509803921	3.101531096302326E-5	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	19	76	1316	7.2908587257617725	0.0014876503630237847	4.962449754083722E-4	4.755681014330234E-4
GOTERM_CC_4	GO:0099513~polymeric cytoskeletal fiber	8	15.686274509803921	7.276019058765541E-5	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	26	76	1682	6.809716599190284	0.0034865241219662613	0.00349248914820746	0.00349248914820746
GOTERM_CC_ALL	GO:0099513~polymeric cytoskeletal fiber	8	15.686274509803921	1.0009288494009659E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	76	1814	6.584392014519056	0.008769932537393998	0.002936057958242833	0.0027692364833426723
GOTERM_CC_FAT	GO:0099513~polymeric cytoskeletal fiber	8	15.686274509803921	1.1985800284755206E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	20	76	1136	5.9789473684210535	0.0066899722651697635	0.0022373493864876384	0.0020775387160242354
GOTERM_CC_3	GO:0099512~supramolecular fiber	8	15.686274509803921	2.0869358909176127E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	26	91	1712	5.7886728655959425	0.009761664923257696	0.00980859868731278	0.00980859868731278
GOTERM_CC_2	GO:0099081~supramolecular polymer	8	15.686274509803921	2.2131674013970258E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	26	92	1715	5.735785953177258	0.007057894741041459	0.007082135684470483	0.007082135684470483
GOTERM_CC_ALL	GO:0099512~supramolecular fiber	8	15.686274509803921	3.1672463607885793E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	91	1814	5.4990526714664645	0.027491227286302822	0.004975365306588596	0.004692674095986972
GOTERM_CC_1	GO:0099080~supramolecular complex	8	15.686274509803921	3.3922945272194975E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	92	1814	5.43928035982009	0.003387120760953044	0.0033922945272194974	0.0033922945272194974
GOTERM_CC_ALL	GO:0099080~supramolecular complex	8	15.686274509803921	3.3922945272194975E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	92	1814	5.43928035982009	0.02941593163274081	0.004975365306588596	0.004692674095986972
GOTERM_CC_ALL	GO:0099081~supramolecular polymer	8	15.686274509803921	3.3922945272194975E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	92	1814	5.43928035982009	0.02941593163274081	0.004975365306588596	0.004692674095986972
GOTERM_CC_FAT	GO:0099512~supramolecular fiber	8	15.686274509803921	3.8304653899024247E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	20	91	1136	4.993406593406593	0.021226200274885865	0.003831566255963695	0.0035578829519662875
GOTERM_CC_FAT	GO:0099081~supramolecular polymer	8	15.686274509803921	4.1052495599611013E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	20	92	1136	4.939130434782609	0.022731767647332646	0.003831566255963695	0.0035578829519662875
GOTERM_CC_FAT	GO:0099080~supramolecular complex	8	15.686274509803921	4.1052495599611013E-4	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	20	92	1136	4.939130434782609	0.022731767647332646	0.003831566255963695	0.0035578829519662875
GOTERM_CC_5	GO:0044430~cytoskeletal part	8	15.686274509803921	0.0016134762713647577	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	19	141	1316	3.9298245614035086	0.07458168165518886	0.01936171525637709	0.018554977120694715
GOTERM_MF_1	GO:0005198~structural molecule activity	6	11.76470588235294	0.002706657778366709	LOC105758845, LOC105758846, LOC105758847, LOC100218246, LOC105758859, LOC116809297	29	67	1858	5.737519300051467	0.018793450664017497	0.018946604448566964	0.018946604448566964
GOTERM_MF_ALL	GO:0005198~structural molecule activity	6	11.76470588235294	0.002706657778366709	LOC105758845, LOC105758846, LOC105758847, LOC100218246, LOC105758859, LOC116809297	29	67	1858	5.737519300051467	0.2677898023319537	0.15563282225608577	0.15563282225608577
GOTERM_MF_FAT	GO:0005198~structural molecule activity	6	11.76470588235294	0.002953785992116255	LOC105758845, LOC105758846, LOC105758847, LOC100218246, LOC105758859, LOC116809297	29	67	1821	5.623262995367988	0.26264821011436956	0.15359687159004526	0.15359687159004526
GOTERM_CC_3	GO:0044430~cytoskeletal part	8	15.686274509803921	0.0030078770507782986	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	26	141	1712	3.7359519912711403	0.13201709638662928	0.07068511069329002	0.07068511069329002
GOTERM_CC_4	GO:0044430~cytoskeletal part	8	15.686274509803921	0.0033259191464578364	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	26	141	1682	3.670485542825969	0.1477796773009168	0.07982205951498808	0.07982205951498808
GOTERM_CC_ALL	GO:0044430~cytoskeletal part	8	15.686274509803921	0.004359858574848582	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	141	1814	3.549033993641477	0.31921338435826263	0.054809650655239316	0.051695465958918906
GOTERM_CC_5	GO:0005856~cytoskeleton	8	15.686274509803921	0.007859143413313426	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	19	185	1316	2.9951635846372686	0.31526890786238393	0.07544777676780888	0.07230411940248352
GOTERM_CC_4	GO:0005856~cytoskeleton	8	15.686274509803921	0.0148827309764736	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	26	185	1682	2.7975051975051977	0.5131213289764125	0.2381236956235776	0.2381236956235776
GOTERM_CC_ALL	GO:0005856~cytoskeleton	8	15.686274509803921	0.018902859885686515	LOC105758845, ACTA1, LOC105758846, LOC105758847, ACTC1, LOC100218246, LOC105758859, LOC116809297	29	185	1814	2.7049394221808014	0.813509437805263	0.20793145874255167	0.19611717131399758
GOTERM_CC_5	GO:0046930~pore complex	2	3.9215686274509802	0.02717879968105577	VDAC2, VDAC1	19	2	1316	69.26315789473684	0.7335686843539677	0.21743039744844617	0.20837079755476093
GOTERM_BP_ALL	GO:0030240~skeletal muscle thin filament assembly	2	3.9215686274509802	0.027539422698083765	ACTA1, ACTC1	15	3	1512	67.2	0.999984248795963	1.0	1.0
GOTERM_BP_ALL	GO:0014866~skeletal myofibril assembly	2	3.9215686274509802	0.027539422698083765	ACTA1, ACTC1	15	3	1512	67.2	0.999984248795963	1.0	1.0
GOTERM_BP_DIRECT	GO:0030240~skeletal muscle thin filament assembly	2	3.9215686274509802	0.027539422698083765	ACTA1, ACTC1	15	3	1512	67.2	0.6237121848729386	0.9638797944329318	0.9638797944329318
GOTERM_BP_FAT	GO:0014866~skeletal myofibril assembly	2	3.9215686274509802	0.02812961536855623	ACTA1, ACTC1	15	3	1480	65.77777777777777	0.9998947360182661	1.0	1.0
GOTERM_BP_FAT	GO:0030240~skeletal muscle thin filament assembly	2	3.9215686274509802	0.02812961536855623	ACTA1, ACTC1	15	3	1480	65.77777777777777	0.9998947360182661	1.0	1.0
GOTERM_CC_3	GO:0046930~pore complex	2	3.9215686274509802	0.029000775629947028	VDAC2, VDAC1	26	2	1712	65.84615384615385	0.7492231165813145	0.4543454848691701	0.4543454848691701
GOTERM_CC_4	GO:0046930~pore complex	2	3.9215686274509802	0.029514310107936936	VDAC2, VDAC1	26	2	1682	64.69230769230771	0.7626011961474732	0.3541717212952432	0.3541717212952432
GOTERM_MF_ALL	GO:0022829~wide pore channel activity	2	3.9215686274509802	0.029920824413921424	VDAC2, VDAC1	29	2	1858	64.06896551724138	0.9696033370363677	0.5693220610808066	0.5693220610808066
GOTERM_MF_ALL	GO:0015288~porin activity	2	3.9215686274509802	0.029920824413921424	VDAC2, VDAC1	29	2	1858	64.06896551724138	0.9696033370363677	0.5693220610808066	0.5693220610808066
GOTERM_MF_DIRECT	GO:0008308~voltage-gated anion channel activity	2	3.9215686274509802	0.029920824413921424	VDAC2, VDAC1	29	2	1858	64.06896551724138	0.5596541488595144	0.2692874197252928	0.259313811587319
GOTERM_MF_DIRECT	GO:0015288~porin activity	2	3.9215686274509802	0.029920824413921424	VDAC2, VDAC1	29	2	1858	64.06896551724138	0.5596541488595144	0.2692874197252928	0.259313811587319
GOTERM_BP_5	GO:0014866~skeletal myofibril assembly	2	3.9215686274509802	0.02997657112333447	ACTA1, ACTC1	15	3	1388	61.68888888888888	0.9966249837951132	1.0	1.0
GOTERM_BP_5	GO:0030240~skeletal muscle thin filament assembly	2	3.9215686274509802	0.02997657112333447	ACTA1, ACTC1	15	3	1388	61.68888888888888	0.9966249837951132	1.0	1.0
GOTERM_MF_ALL	GO:0005244~voltage-gated ion channel activity	4	7.8431372549019605	0.03018303389619193	KCNG1, KCNG2, VDAC2, VDAC1	29	46	1858	5.571214392803599	0.9705337813773641	0.5693220610808066	0.5693220610808066
GOTERM_MF_ALL	GO:0022832~voltage-gated channel activity	4	7.8431372549019605	0.03018303389619193	KCNG1, KCNG2, VDAC2, VDAC1	29	46	1858	5.571214392803599	0.9705337813773641	0.5693220610808066	0.5693220610808066
GOTERM_MF_FAT	GO:0015288~porin activity	2	3.9215686274509802	0.03052422591125083	VDAC2, VDAC1	29	2	1821	62.79310344827586	0.9589505829355143	0.525170387583788	0.525170387583788
GOTERM_MF_FAT	GO:0022829~wide pore channel activity	2	3.9215686274509802	0.03052422591125083	VDAC2, VDAC1	29	2	1821	62.79310344827586	0.9589505829355143	0.525170387583788	0.525170387583788
GOTERM_CC_ALL	GO:0046930~pore complex	2	3.9215686274509802	0.03064113097175456	VDAC2, VDAC1	29	2	1814	62.55172413793103	0.935338800023453	0.2996021695016002	0.2825793189617365
GOTERM_CC_DIRECT	GO:0046930~pore complex	2	3.9215686274509802	0.03064113097175456	VDAC2, VDAC1	29	2	1814	62.55172413793103	0.526161749270552	0.36769357166105476	0.3523730061751775
GOTERM_MF_5	GO:0022829~wide pore channel activity	2	3.9215686274509802	0.030684783479190344	VDAC2, VDAC1	21	2	1294	61.61904761904762	0.5821495710656954	0.6396552818870208	0.6396552818870208
GOTERM_MF_FAT	GO:0022832~voltage-gated channel activity	4	7.8431372549019605	0.0317800640555798	KCNG1, KCNG2, VDAC2, VDAC1	29	46	1821	5.460269865067466	0.9640810090942622	0.525170387583788	0.525170387583788
GOTERM_MF_FAT	GO:0005244~voltage-gated ion channel activity	4	7.8431372549019605	0.0317800640555798	KCNG1, KCNG2, VDAC2, VDAC1	29	46	1821	5.460269865067466	0.9640810090942622	0.525170387583788	0.525170387583788
GOTERM_CC_FAT	GO:0046930~pore complex	2	3.9215686274509802	0.03318545635038355	VDAC2, VDAC1	20	2	1136	56.800000000000004	0.848916238255003	0.2654836508030684	0.24652053288856351
GOTERM_MF_ALL	GO:0008308~voltage-gated anion channel activity	2	3.9215686274509802	0.044555639562845736	VDAC2, VDAC1	29	3	1858	42.712643678160916	0.9947079839545487	0.5693220610808066	0.5693220610808066
GOTERM_MF_ALL	GO:0004653~polypeptide N-acetylgalactosaminyltransferase activity	2	3.9215686274509802	0.044555639562845736	GALNT6, GALNT3	29	3	1858	42.712643678160916	0.9947079839545487	0.5693220610808066	0.5693220610808066
GOTERM_MF_ALL	GO:0008376~acetylgalactosaminyltransferase activity	2	3.9215686274509802	0.044555639562845736	GALNT6, GALNT3	29	3	1858	42.712643678160916	0.9947079839545487	0.5693220610808066	0.5693220610808066
GOTERM_MF_DIRECT	GO:0004653~polypeptide N-acetylgalactosaminyltransferase activity	2	3.9215686274509802	0.044555639562845736	GALNT6, GALNT3	29	3	1858	42.712643678160916	0.7078903961442883	0.3007505670492087	0.2896116571584973
GOTERM_MF_FAT	GO:0004653~polypeptide N-acetylgalactosaminyltransferase activity	2	3.9215686274509802	0.04544743738705857	GALNT6, GALNT3	29	3	1821	41.86206896551724	0.9916941452303557	0.525170387583788	0.525170387583788
GOTERM_MF_FAT	GO:0008308~voltage-gated anion channel activity	2	3.9215686274509802	0.04544743738705857	VDAC2, VDAC1	29	3	1821	41.86206896551724	0.9916941452303557	0.525170387583788	0.525170387583788
GOTERM_MF_FAT	GO:0008376~acetylgalactosaminyltransferase activity	2	3.9215686274509802	0.04544743738705857	GALNT6, GALNT3	29	3	1821	41.86206896551724	0.9916941452303557	0.525170387583788	0.525170387583788
GOTERM_MF_5	GO:0008376~acetylgalactosaminyltransferase activity	2	3.9215686274509802	0.04568966299193006	GALNT6, GALNT3	21	3	1294	41.07936507936508	0.7300336799712134	0.6396552818870208	0.6396552818870208
GOTERM_BP_ALL	GO:0007015~actin filament organization	3	5.88235294117647	0.04628450130889415	ACTA1, ACTC1, ESPN	15	38	1512	7.957894736842106	0.9999999929228113	1.0	1.0
GOTERM_BP_FAT	GO:0007015~actin filament organization	3	5.88235294117647	0.048109620904803536	ACTA1, ACTC1, ESPN	15	38	1480	7.7894736842105265	0.9999998662151633	1.0	1.0
GOTERM_BP_4	GO:0007015~actin filament organization	3	5.88235294117647	0.05004441556140832	ACTA1, ACTC1, ESPN	15	38	1448	7.621052631578948	0.9999594911299601	1.0	1.0
GOTERM_BP_5	GO:0007015~actin filament organization	3	5.88235294117647	0.05399953388648384	ACTA1, ACTC1, ESPN	15	38	1388	7.3052631578947365	0.9999689770907474	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	7	13.725490196078432	0.06333868986158411	GPR27, LOC100190135, TMPRSS6, PCDH15, LOC100220115, VDAC1, LOC115496608	29	189	1814	2.316730523627075	0.7920389709671181	0.4494692504476683	0.4307413650123488
GOTERM_MF_4	GO:0022838~substrate-specific channel activity	4	7.8431372549019605	0.06845723274959745	KCNG1, KCNG2, VDAC2, VDAC1	22	78	1697	3.9557109557109555	0.880852771067058	1.0	1.0
GOTERM_MF_4	GO:0015267~channel activity	4	7.8431372549019605	0.06845723274959745	KCNG1, KCNG2, VDAC2, VDAC1	22	78	1697	3.9557109557109555	0.880852771067058	1.0	1.0
GOTERM_MF_3	GO:0022803~passive transmembrane transporter activity	4	7.8431372549019605	0.0695832922531105	KCNG1, KCNG2, VDAC2, VDAC1	23	78	1768	3.942028985507246	0.8096370123084285	0.8334692852133292	0.8334692852133292
GOTERM_BP_ALL	GO:0022607~cellular component assembly	5	9.803921568627452	0.06969892630520799	KCNG1, ACTA1, KCNG2, ACTC1, ESPN	15	176	1512	2.8636363636363638	0.9999999999996242	1.0	1.0
GOTERM_MF_3	GO:0016879~ligase activity, forming carbon-nitrogen bonds	2	3.9215686274509802	0.07247559001855036	GMPS, ASS1	23	6	1768	25.6231884057971	0.8227921313944624	0.8334692852133292	0.8334692852133292
GOTERM_BP_FAT	GO:0022607~cellular component assembly	5	9.803921568627452	0.07436109251239134	KCNG1, ACTA1, KCNG2, ACTC1, ESPN	15	176	1480	2.8030303030303028	0.9999999999831052	1.0	1.0
GOTERM_CC_DIRECT	GO:0005741~mitochondrial outer membrane	2	3.9215686274509802	0.07491154174127805	VDAC2, VDAC1	29	5	1814	25.020689655172415	0.8456884968451144	0.4494692504476683	0.4307413650123488
GOTERM_BP_3	GO:0022607~cellular component assembly	5	9.803921568627452	0.07651985649677609	KCNG1, ACTA1, KCNG2, ACTC1, ESPN	15	176	1466	2.7765151515151514	0.9999704191540109	1.0	1.0
GOTERM_MF_ALL	GO:0022836~gated channel activity	4	7.8431372549019605	0.07723509225721856	KCNG1, KCNG2, VDAC2, VDAC1	29	67	1858	3.8250128667009777	0.999903289624354	0.8431794526794132	0.8431794526794132
GOTERM_CC_5	GO:0005741~mitochondrial outer membrane	2	3.9215686274509802	0.07945721264145449	VDAC2, VDAC1	19	6	1316	23.087719298245613	0.9812020270986331	0.49123142486598553	0.4707634488299028
GOTERM_MF_5	GO:0022836~gated channel activity	4	7.8431372549019605	0.0804845422949722	KCNG1, KCNG2, VDAC2, VDAC1	21	67	1294	3.6787491115849322	0.9045770224304656	0.6424589387872154	0.6424589387872154
GOTERM_BP_ALL	GO:0009064~glutamine family amino acid metabolic process	2	3.9215686274509802	0.08051807658793042	GMPS, ASS1	15	9	1512	22.400000000000002	0.9999999999999963	1.0	1.0
GOTERM_BP_ALL	GO:0030239~myofibril assembly	2	3.9215686274509802	0.08051807658793042	ACTA1, ACTC1	15	9	1512	22.400000000000002	0.9999999999999963	1.0	1.0
GOTERM_MF_FAT	GO:0022836~gated channel activity	4	7.8431372549019605	0.08098153822663826	KCNG1, KCNG2, VDAC2, VDAC1	29	67	1821	3.7488419969119917	0.9998331230741637	0.7977926787414596	0.7977926787414596
GOTERM_BP_FAT	GO:0009064~glutamine family amino acid metabolic process	2	3.9215686274509802	0.08219795479864883	GMPS, ASS1	15	9	1480	21.925925925925924	0.9999999999988973	1.0	1.0
GOTERM_BP_FAT	GO:0030239~myofibril assembly	2	3.9215686274509802	0.08219795479864883	ACTA1, ACTC1	15	9	1480	21.925925925925924	0.9999999999988973	1.0	1.0
GOTERM_BP_ALL	GO:0044085~cellular component biogenesis	5	9.803921568627452	0.08369275167369941	KCNG1, ACTA1, KCNG2, ACTC1, ESPN	15	187	1512	2.6951871657754007	0.9999999999999991	1.0	1.0
GOTERM_BP_4	GO:0030239~myofibril assembly	2	3.9215686274509802	0.0839493754730184	ACTA1, ACTC1	15	9	1448	21.451851851851853	0.9999999685126144	1.0	1.0
GOTERM_BP_2	GO:0044085~cellular component biogenesis	5	9.803921568627452	0.08452059692571824	KCNG1, ACTA1, KCNG2, ACTC1, ESPN	15	187	1507	2.6862745098039214	0.9889317880731116	1.0	1.0
GOTERM_CC_5	GO:0044446~intracellular organelle part	12	23.52941176470588	0.08501392824266477	LOC105758845, ACTA1, GALNT6, LOC105758846, LOC105758847, ACTC1, GALNT3, LOC100218246, VDAC2, VDAC1, LOC105758859, LOC116809297	19	558	1316	1.4895302773061685	0.9859429176082586	0.49123142486598553	0.4707634488299028
GOTERM_CC_4	GO:0005741~mitochondrial outer membrane	2	3.9215686274509802	0.08605399484730483	VDAC2, VDAC1	26	6	1682	21.564102564102566	0.9866897606060825	0.7333957084748386	0.7333957084748386
GOTERM_MF_ALL	GO:0016879~ligase activity, forming carbon-nitrogen bonds	2	3.9215686274509802	0.08719391279170875	GMPS, ASS1	29	6	1858	21.356321839080458	0.9999722328905113	0.8431794526794132	0.8431794526794132
GOTERM_BP_5	GO:0030239~myofibril assembly	2	3.9215686274509802	0.0874426789752957	ACTA1, ACTC1	15	9	1388	20.562962962962963	0.9999999629618982	1.0	1.0
GOTERM_BP_5	GO:0009064~glutamine family amino acid metabolic process	2	3.9215686274509802	0.0874426789752957	GMPS, ASS1	15	9	1388	20.562962962962963	0.9999999629618982	1.0	1.0
GOTERM_MF_FAT	GO:0016879~ligase activity, forming carbon-nitrogen bonds	2	3.9215686274509802	0.0888999226212323	GMPS, ASS1	29	6	1821	20.93103448275862	0.9999315605354997	0.7977926787414596	0.7977926787414596
GOTERM_BP_ALL	GO:0010927~cellular component assembly involved in morphogenesis	2	3.9215686274509802	0.08908277846905445	ACTA1, ACTC1	15	10	1512	20.16	0.9999999999999999	1.0	1.0
GOTERM_BP_FAT	GO:0044085~cellular component biogenesis	5	9.803921568627452	0.08916664590392187	KCNG1, ACTA1, KCNG2, ACTC1, ESPN	15	187	1480	2.6381461675579323	0.9999999999999045	1.0	1.0
GOTERM_CC_ALL	GO:0005741~mitochondrial outer membrane	2	3.9215686274509802	0.08923021328988076	VDAC2, VDAC1	29	6	1814	20.850574712643677	0.9997321089924999	0.7577904042070747	0.7147341312407637
GOTERM_BP_FAT	GO:0010927~cellular component assembly involved in morphogenesis	2	3.9215686274509802	0.09093298446047353	ACTA1, ACTC1	15	10	1480	19.73333333333333	0.9999999999999488	1.0	1.0
GOTERM_BP_3	GO:0010927~cellular component assembly involved in morphogenesis	2	3.9215686274509802	0.09176681930336768	ACTA1, ACTC1	15	10	1466	19.546666666666667	0.9999966591675998	1.0	1.0
GOTERM_CC_5	GO:0031968~organelle outer membrane	2	3.9215686274509802	0.09210589216237229	VDAC2, VDAC1	19	7	1316	19.789473684210527	0.9903241420624328	0.49123142486598553	0.4707634488299028
GOTERM_BP_4	GO:0010927~cellular component assembly involved in morphogenesis	2	3.9215686274509802	0.09286161226486986	ACTA1, ACTC1	15	10	1448	19.30666666666667	0.9999999954113126	1.0	1.0
GOTERM_CC_FAT	GO:0005741~mitochondrial outer membrane	2	3.9215686274509802	0.09645208428450285	VDAC2, VDAC1	20	6	1136	18.933333333333334	0.9965859761447219	0.6252091040570127	0.5805513109100833
GOTERM_BP_5	GO:0010927~cellular component assembly involved in morphogenesis	2	3.9215686274509802	0.09670722030569083	ACTA1, ACTC1	15	10	1388	18.506666666666668	0.9999999945053915	1.0	1.0
GOTERM_BP_ALL	GO:1901605~alpha-amino acid metabolic process	2	3.9215686274509802	0.09757335177228861	GMPS, ASS1	15	11	1512	18.327272727272728	1.0	1.0	1.0
GOTERM_CC_2	GO:0019867~outer membrane	2	3.9215686274509802	0.0978490852942392	VDAC2, VDAC1	26	7	1715	18.846153846153847	0.962937543456485	0.7778287637109667	0.7778287637109667
GOTERM_CC_3	GO:0031968~organelle outer membrane	2	3.9215686274509802	0.09801335189379694	VDAC2, VDAC1	26	7	1712	18.813186813186817	0.9921583922374314	0.8367819189346958	0.8367819189346958
GOTERM_BP_FAT	GO:1901605~alpha-amino acid metabolic process	2	3.9215686274509802	0.09959076556071009	GMPS, ASS1	15	11	1480	17.939393939393938	0.9999999999999977	1.0	1.0
GOTERM_CC_4	GO:0031968~organelle outer membrane	2	3.9215686274509802	0.09968684098648531	VDAC2, VDAC1	26	7	1682	18.483516483516485	0.9935301725662742	0.7333957084748386	0.7333957084748386
