Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_5	GO:0009583~detection of light stimulus	4	12.5	5.476807621595148E-6	OPN1SW, RHO, LWS, LOC751972	18	5	1947	86.53333333333333	0.0010947648311417923	3.651205081063432E-4	3.6146930302527973E-4
GOTERM_BP_ALL	GO:0009582~detection of abiotic stimulus	4	12.5	1.160430114255891E-4	OPN1SW, RHO, LWS, LOC751972	18	13	2124	36.30769230769231	0.04867677044781216	0.009824949034199643	0.00959646184735779
GOTERM_BP_FAT	GO:0009582~detection of abiotic stimulus	4	12.5	1.2467149099022813E-4	OPN1SW, RHO, LWS, LOC751972	18	13	2073	35.43589743589743	0.044368835701242615	0.008933154281127958	0.008663196322082883
GOTERM_BP_3	GO:0009582~detection of abiotic stimulus	4	12.5	1.2538394163575246E-4	OPN1SW, RHO, LWS, LOC751972	18	13	2069	35.36752136752136	0.016415490926206977	0.0052393501277477154	0.0052393501277477154
GOTERM_BP_ALL	GO:0009581~detection of external stimulus	4	12.5	1.4695965505472566E-4	OPN1SW, RHO, LWS, LOC751972	18	14	2124	33.71428571428571	0.06124175737257531	0.009824949034199643	0.00959646184735779
GOTERM_BP_FAT	GO:0009581~detection of external stimulus	4	12.5	1.5786760023421572E-4	OPN1SW, RHO, LWS, LOC751972	18	14	2073	32.904761904761905	0.055848220884300526	0.008933154281127958	0.008663196322082883
GOTERM_BP_3	GO:0009581~detection of external stimulus	4	12.5	1.587681856893247E-4	OPN1SW, RHO, LWS, LOC751972	18	14	2069	32.84126984126984	0.02074094966615425	0.0052393501277477154	0.0052393501277477154
GOTERM_BP_ALL	GO:0016038~absorption of visible light	3	9.375	1.8010849053506326E-4	OPN1SW, LWS, LOC751972	18	3	2124	118.0	0.07453005901028353	0.009824949034199643	0.00959646184735779
GOTERM_BP_DIRECT	GO:0016038~absorption of visible light	3	9.375	1.8010849053506326E-4	OPN1SW, LWS, LOC751972	18	3	2124	118.0	0.010927464152949873	0.0021973235845277714	0.0021973235845277714
GOTERM_BP_DIRECT	GO:0016037~light absorption	3	9.375	1.8010849053506326E-4	RHO, LWS, LOC751972	18	3	2124	118.0	0.010927464152949873	0.0021973235845277714	0.0021973235845277714
GOTERM_BP_DIRECT	GO:0031110~regulation of microtubule polymerization or depolymerization	3	9.375	1.8010849053506326E-4	STMN1, STMN2, STMN3	18	3	2124	118.0	0.010927464152949873	0.0021973235845277714	0.0021973235845277714
GOTERM_BP_ALL	GO:0051606~detection of stimulus	4	12.5	1.8278974947348172E-4	OPN1SW, RHO, LWS, LOC751972	18	15	2124	31.466666666666665	0.07559665012279393	0.009824949034199643	0.00959646184735779
GOTERM_BP_2	GO:0051606~detection of stimulus	4	12.5	1.8406137367714292E-4	OPN1SW, RHO, LWS, LOC751972	18	15	2119	31.392592592592592	0.00970871385180938	0.009755252804888575	0.009755252804888575
GOTERM_BP_FAT	GO:0016038~absorption of visible light	3	9.375	1.890597148240198E-4	OPN1SW, LWS, LOC751972	18	3	2073	115.16666666666667	0.0665092661983765	0.008933154281127958	0.008663196322082883
GOTERM_BP_4	GO:0016038~absorption of visible light	3	9.375	1.9559449050589734E-4	OPN1SW, LWS, LOC751972	18	3	2038	113.22222222222221	0.03516414711897531	0.011931263920859738	0.011800867593855806
GOTERM_BP_FAT	GO:0051606~detection of stimulus	4	12.5	1.963330611236914E-4	OPN1SW, RHO, LWS, LOC751972	18	15	2073	30.711111111111112	0.06897788751583689	0.008933154281127958	0.008663196322082883
GOTERM_BP_DIRECT	GO:0007601~visual perception	4	12.5	3.816262422119689E-4	OPN1SW, RHO, LWS, LOC751972	18	19	2124	24.842105263157894	0.023014671443122303	0.0038798667958216833	0.0038798667958216833
GOTERM_BP_ALL	GO:0009605~response to external stimulus	8	25.0	4.191795398222184E-4	NFASC, OPN1SW, SESN1, STMN1, RHO, LWS, NRCAM, LOC751972	18	194	2124	4.865979381443299	0.1649677988752839	0.01921016408449558	0.018763416082530567
GOTERM_BP_2	GO:0009605~response to external stimulus	8	25.0	4.253264501728819E-4	NFASC, OPN1SW, SESN1, STMN1, RHO, LWS, NRCAM, LOC751972	18	194	2119	4.854524627720504	0.022294811006776216	0.01127115092958137	0.01127115092958137
GOTERM_BP_ALL	GO:0007601~visual perception	4	12.5	4.467480019650135E-4	OPN1SW, RHO, LWS, LOC751972	18	20	2124	23.6	0.17481243266365964	0.01921016408449558	0.018763416082530567
GOTERM_BP_FAT	GO:0007601~visual perception	4	12.5	4.7955426139341915E-4	OPN1SW, RHO, LWS, LOC751972	18	20	2073	23.03333333333333	0.16020680970723145	0.017725370052014494	0.017189713264728342
GOTERM_BP_FAT	GO:0009605~response to external stimulus	8	25.0	4.8696071571468396E-4	NFASC, OPN1SW, SESN1, STMN1, RHO, LWS, NRCAM, LOC751972	18	194	2073	4.74914089347079	0.1624688921995936	0.017725370052014494	0.017189713264728342
GOTERM_BP_ALL	GO:0050953~sensory perception of light stimulus	4	12.5	5.186240464749066E-4	OPN1SW, RHO, LWS, LOC751972	18	21	2124	22.476190476190474	0.1999381075386658	0.020273485453109984	0.019802009047223703
GOTERM_BP_FAT	GO:0050953~sensory perception of light stimulus	4	12.5	5.566400918699253E-4	OPN1SW, RHO, LWS, LOC751972	18	21	2073	21.936507936507937	0.1834551240701564	0.01841972667642298	0.017863086584553056
GOTERM_BP_5	GO:0050953~sensory perception of light stimulus	4	12.5	6.679283088165968E-4	OPN1SW, RHO, LWS, LOC751972	18	21	1947	20.6031746031746	0.12508653482787158	0.03339641544082984	0.03306245128642154
GOTERM_BP_ALL	GO:0009416~response to light stimulus	4	12.5	0.001369345537624295	OPN1SW, RHO, LWS, LOC751972	18	29	2124	16.275862068965516	0.44524133499713814	0.04906821509820391	0.04792709381685033
GOTERM_BP_FAT	GO:0009416~response to light stimulus	4	12.5	0.001468278300600872	OPN1SW, RHO, LWS, LOC751972	18	29	2073	15.885057471264368	0.414240538541647	0.04453777511822645	0.043191853342675654
GOTERM_BP_4	GO:0009416~response to light stimulus	4	12.5	0.0015417483289353008	OPN1SW, RHO, LWS, LOC751972	18	29	2038	15.616858237547893	0.24599604256125562	0.07053498604879001	0.06976411188432236
GOTERM_BP_ALL	GO:0031110~regulation of microtubule polymerization or depolymerization	3	9.375	0.002100956479418646	STMN1, STMN2, STMN3	18	9	2124	39.33333333333333	0.5951997856022206	0.06949317585769368	0.0678770554889101
GOTERM_BP_FAT	GO:0031110~regulation of microtubule polymerization or depolymerization	3	9.375	0.0022038323145508842	STMN1, STMN2, STMN3	18	9	2073	38.388888888888886	0.5520529363113935	0.06170730480742476	0.05984252361818939
GOTERM_BP_5	GO:0031110~regulation of microtubule polymerization or depolymerization	3	9.375	0.0024928984949186116	STMN1, STMN2, STMN3	18	9	1947	36.05555555555555	0.3929852497824252	0.09971593979674447	0.09871878039877703
GOTERM_BP_ALL	GO:0009314~response to radiation	4	12.5	0.003763658596581754	OPN1SW, RHO, LWS, LOC751972	18	41	2124	11.512195121951219	0.8023833748333578	0.1155980854664396	0.11290975789745263
GOTERM_BP_FAT	GO:0009314~response to radiation	4	12.5	0.004029634036573028	OPN1SW, RHO, LWS, LOC751972	18	41	2073	11.235772357723576	0.7700170399570595	0.10477048495089873	0.10160434392216279
GOTERM_BP_3	GO:0009314~response to radiation	4	12.5	0.004051540315957032	OPN1SW, RHO, LWS, LOC751972	18	41	2069	11.214092140921409	0.41485151620187155	0.10696066434126565	0.10696066434126565
GOTERM_MF_DIRECT	GO:0004930~G-protein coupled receptor activity	4	12.5	0.004823078350472384	OPN1SW, RHO, LWS, LOC751972	21	46	2593	10.737060041407867	0.1223770039516715	0.0651115577313772	0.0651115577313772
GOTERM_BP_ALL	GO:0050877~neurological system process	5	15.625	0.007356095037485198	NFASC, OPN1SW, RHO, LWS, LOC751972	18	102	2124	5.784313725490196	0.9581980523490156	0.20941248835605034	0.204542430487305
GOTERM_BP_ALL	GO:0007600~sensory perception	4	12.5	0.007792092589992571	OPN1SW, RHO, LWS, LOC751972	18	53	2124	8.90566037735849	0.965393789435308	0.20941248835605034	0.204542430487305
GOTERM_BP_FAT	GO:0050877~neurological system process	5	15.625	0.008010139559484312	NFASC, OPN1SW, RHO, LWS, LOC751972	18	102	2073	5.645424836601308	0.9464656128444311	0.18951819744781828	0.1837909991732963
GOTERM_BP_3	GO:0050877~neurological system process	5	15.625	0.008064440720551354	NFASC, OPN1SW, RHO, LWS, LOC751972	18	102	2069	5.6345315904139435	0.6565870828834122	0.1774176958521298	0.1774176958521298
GOTERM_BP_FAT	GO:0007600~sensory perception	4	12.5	0.008330470217486518	OPN1SW, RHO, LWS, LOC751972	18	53	2073	8.691823899371068	0.9524033048439958	0.18951819744781828	0.1837909991732963
GOTERM_BP_4	GO:0007600~sensory perception	4	12.5	0.008728890283152923	OPN1SW, RHO, LWS, LOC751972	18	53	2038	8.545073375262053	0.7989897680621697	0.31433500358833083	0.3108996483578573
GOTERM_BP_ALL	GO:0070507~regulation of microtubule cytoskeleton organization	3	9.375	0.009520379860894143	STMN1, STMN2, STMN3	18	19	2124	18.63157894736842	0.9836475084379378	0.24080960824614597	0.23520938479856118
GOTERM_BP_FAT	GO:0070507~regulation of microtubule cytoskeleton organization	3	9.375	0.009974986859324802	STMN1, STMN2, STMN3	18	19	2073	18.184210526315788	0.9739861350591534	0.21358207157613104	0.20712766831421503
GOTERM_BP_4	GO:0070507~regulation of microtubule cytoskeleton organization	3	9.375	0.010306065691420683	STMN1, STMN2, STMN3	18	19	2038	17.877192982456137	0.8498012688949552	0.31433500358833083	0.3108996483578573
GOTERM_BP_5	GO:0070507~regulation of microtubule cytoskeleton organization	3	9.375	0.011248160553746122	STMN1, STMN2, STMN3	18	19	1947	17.07894736842105	0.8958975642338709	0.3749386851248708	0.371189298273622
GOTERM_CC_FAT	GO:0060342~photoreceptor inner segment membrane	2	6.25	0.012379949955873458	RHO, LWS	11	2	1611	146.45454545454547	0.6022112823730551	0.9059301304113203	0.9059301304113203
GOTERM_BP_ALL	GO:0032886~regulation of microtubule-based process	3	9.375	0.012680708935251235	STMN1, STMN2, STMN3	18	22	2124	16.09090909090909	0.9958621212324189	0.30292804678655727	0.29588320848919547
GOTERM_CC_ALL	GO:0060342~photoreceptor inner segment membrane	2	6.25	0.013234576337328009	RHO, LWS	18	2	2561	142.27777777777777	0.7780918049340962	1.0	1.0
GOTERM_CC_DIRECT	GO:0060342~photoreceptor inner segment membrane	2	6.25	0.013234576337328009	RHO, LWS	18	2	2561	142.27777777777777	0.3383449606934241	0.4102718664571683	0.4102718664571683
GOTERM_BP_FAT	GO:0032886~regulation of microtubule-based process	3	9.375	0.01328162140059607	STMN1, STMN2, STMN3	18	22	2073	15.704545454545455	0.9923028287711291	0.2685838994342761	0.2604673530228007
GOTERM_BP_3	GO:0032886~regulation of microtubule-based process	3	9.375	0.013330547021861608	STMN1, STMN2, STMN3	18	22	2069	15.674242424242424	0.8299165229661112	0.25137602955510463	0.25137602955510463
GOTERM_BP_4	GO:0032886~regulation of microtubule-based process	3	9.375	0.013719050061690004	STMN1, STMN2, STMN3	18	22	2038	15.439393939393938	0.9201788471465787	0.35865516589846724	0.354735437309413
GOTERM_CC_3	GO:0060342~photoreceptor inner segment membrane	2	6.25	0.01394568714457489	RHO, LWS	18	2	2430	135.0	0.6097381695278559	0.9221375689047896	0.9221375689047896
GOTERM_CC_5	GO:0060342~photoreceptor inner segment membrane	2	6.25	0.013993369995521603	RHO, LWS	14	2	1852	132.28571428571428	0.5884433562097617	0.881582309717861	0.881582309717861
GOTERM_MF_5	GO:0008171~O-methyltransferase activity	2	6.25	0.01411491632683952	PCMT1, LOC100221958	14	2	1836	131.1428571428571	0.25808831260539244	0.2964132428636299	0.2964132428636299
GOTERM_CC_4	GO:0060342~photoreceptor inner segment membrane	2	6.25	0.014184218146724355	RHO, LWS	18	2	2389	132.7222222222222	0.637340199017437	0.9936801168561566	0.9936801168561566
GOTERM_MF_FAT	GO:0010340~carboxyl-O-methyltransferase activity	2	6.25	0.014901752983342065	PCMT1, LOC100221958	20	2	2541	127.05000000000001	0.7250580700179647	0.2592905019101519	0.2592905019101519
GOTERM_MF_FAT	GO:0051998~protein carboxyl O-methyltransferase activity	2	6.25	0.014901752983342065	PCMT1, LOC100221958	20	2	2541	127.05000000000001	0.7250580700179647	0.2592905019101519	0.2592905019101519
GOTERM_MF_FAT	GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	2	6.25	0.014901752983342065	PCMT1, LOC100221958	20	2	2541	127.05000000000001	0.7250580700179647	0.2592905019101519	0.2592905019101519
GOTERM_MF_FAT	GO:0008171~O-methyltransferase activity	2	6.25	0.014901752983342065	PCMT1, LOC100221958	20	2	2541	127.05000000000001	0.7250580700179647	0.2592905019101519	0.2592905019101519
GOTERM_MF_ALL	GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	2	6.25	0.015369608585190982	PCMT1, LOC100221958	21	2	2593	123.47619047619047	0.7631840257791408	0.2858747196845523	0.2858747196845523
GOTERM_MF_ALL	GO:0051998~protein carboxyl O-methyltransferase activity	2	6.25	0.015369608585190982	PCMT1, LOC100221958	21	2	2593	123.47619047619047	0.7631840257791408	0.2858747196845523	0.2858747196845523
GOTERM_MF_ALL	GO:0010340~carboxyl-O-methyltransferase activity	2	6.25	0.015369608585190982	PCMT1, LOC100221958	21	2	2593	123.47619047619047	0.7631840257791408	0.2858747196845523	0.2858747196845523
GOTERM_MF_ALL	GO:0008171~O-methyltransferase activity	2	6.25	0.015369608585190982	PCMT1, LOC100221958	21	2	2593	123.47619047619047	0.7631840257791408	0.2858747196845523	0.2858747196845523
GOTERM_MF_DIRECT	GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	2	6.25	0.015369608585190982	PCMT1, LOC100221958	21	2	2593	123.47619047619047	0.34177043467447743	0.13832647726671884	0.13832647726671884
GOTERM_BP_ALL	GO:0070207~protein homotrimerization	2	6.25	0.01594721253109604	RHO, LWS	18	2	2124	118.0	0.9990048003163207	0.36091059938796305	0.3525173296347546
GOTERM_BP_DIRECT	GO:1901031~regulation of response to reactive oxygen species	2	6.25	0.01594721253109604	SESN3, SESN1	18	2	2124	118.0	0.6249215187552999	0.12159749554960732	0.12159749554960732
GOTERM_BP_DIRECT	GO:0070207~protein homotrimerization	2	6.25	0.01594721253109604	RHO, LWS	18	2	2124	118.0	0.6249215187552999	0.12159749554960732	0.12159749554960732
GOTERM_BP_FAT	GO:0070207~protein homotrimerization	2	6.25	0.0163380250211039	RHO, LWS	18	2	2073	115.16666666666666	0.9975117068382409	0.313002163562201	0.3035433069710356
GOTERM_BP_ALL	GO:0070206~protein trimerization	2	6.25	0.023830764551355906	RHO, LWS	18	3	2124	78.66666666666666	0.9999686815622556	0.4879632741468114	0.47661529102711814
GOTERM_BP_ALL	GO:1901031~regulation of response to reactive oxygen species	2	6.25	0.023830764551355906	SESN3, SESN1	18	3	2124	78.66666666666666	0.9999686815622556	0.4879632741468114	0.47661529102711814
GOTERM_BP_FAT	GO:1901031~regulation of response to reactive oxygen species	2	6.25	0.02441250767421022	SESN3, SESN1	18	3	2073	76.77777777777779	0.9998761473110506	0.42315013301964377	0.4103626289998194
GOTERM_BP_FAT	GO:0070206~protein trimerization	2	6.25	0.02441250767421022	RHO, LWS	18	3	2073	76.77777777777779	0.9998761473110506	0.42315013301964377	0.4103626289998194
GOTERM_BP_5	GO:1901031~regulation of response to reactive oxygen species	2	6.25	0.025979330386366597	SESN3, SESN1	18	3	1947	72.1111111111111	0.9948282845609655	0.7422665824676171	0.7348439166429409
GOTERM_BP_1	GO:0032501~multicellular organismal process	11	34.375	0.02732881248571366	NFASC, OPN1SW, CLP1, ZFYVE19, CBX2, STMN1, RHO, STMN3, LWS, NRCAM, LOC751972	18	710	2124	1.8281690140845073	0.37565753665902	0.4372609997714186	0.4372609997714186
GOTERM_BP_ALL	GO:0032501~multicellular organismal process	11	34.375	0.02732881248571366	NFASC, OPN1SW, CLP1, ZFYVE19, CBX2, STMN1, RHO, STMN3, LWS, NRCAM, LOC751972	18	710	2124	1.8281690140845073	0.9999933103700283	0.534154062220767	0.5217318747272608
GOTERM_CC_FAT	GO:0001917~photoreceptor inner segment	2	6.25	0.03069135142185034	RHO, LWS	11	5	1611	58.58181818181818	0.9004148709050148	0.9059301304113203	0.9059301304113203
GOTERM_CC_ALL	GO:0001917~photoreceptor inner segment	2	6.25	0.03277770831424071	RHO, LWS	18	5	2561	56.91111111111111	0.9768542326201973	1.0	1.0
GOTERM_CC_3	GO:0001917~photoreceptor inner segment	2	6.25	0.034521438574042315	RHO, LWS	18	5	2430	53.99999999999999	0.9049927993177214	0.9221375689047896	0.9221375689047896
GOTERM_CC_4	GO:0001917~photoreceptor inner segment	2	6.25	0.03510594736159897	RHO, LWS	18	5	2389	53.08888888888889	0.9209223605644727	0.9936801168561566	0.9936801168561566
GOTERM_BP_ALL	GO:0009628~response to abiotic stimulus	4	12.5	0.036368088511342114	OPN1SW, RHO, LWS, LOC751972	18	94	2124	5.0212765957446805	0.9999998792729341	0.6799251330381352	0.6641129206418994
GOTERM_BP_2	GO:0009628~response to abiotic stimulus	4	12.5	0.036587063764113775	OPN1SW, RHO, LWS, LOC751972	18	94	2119	5.009456264775413	0.8613049070140355	0.6376498115832214	0.6376498115832214
GOTERM_CC_FAT	GO:0001750~photoreceptor outer segment	2	6.25	0.03672689717883731	RHO, LWS	11	6	1611	48.81818181818182	0.9372724825353059	0.9059301304113203	0.9059301304113203
GOTERM_BP_FAT	GO:0009628~response to abiotic stimulus	4	12.5	0.03868586740779948	OPN1SW, RHO, LWS, LOC751972	18	94	2073	4.900709219858156	0.9999994205992525	0.6400752607472279	0.620732327043328
GOTERM_CC_ALL	GO:0001750~photoreceptor outer segment	2	6.25	0.039210720426289904	RHO, LWS	18	6	2561	47.425925925925924	0.9891111806979946	1.0	1.0
GOTERM_CC_DIRECT	GO:0001750~photoreceptor outer segment	2	6.25	0.039210720426289904	RHO, LWS	18	6	2561	47.425925925925924	0.7106172720460304	0.6077661666074935	0.6077661666074935
GOTERM_MF_5	GO:0004930~G-protein coupled receptor activity	4	12.5	0.03942776176529903	OPN1SW, RHO, LWS, LOC751972	14	111	1836	4.725868725868725	0.5703343379514162	0.4139914985356398	0.4139914985356398
GOTERM_BP_ALL	GO:0033043~regulation of organelle organization	4	12.5	0.040453993093134695	STMN1, STMN2, STMN3, LIG3	18	98	2124	4.816326530612244	0.9999999805779499	0.72480070958533	0.7079448791298572
GOTERM_CC_3	GO:0001750~photoreceptor outer segment	2	6.25	0.04128974189125924	RHO, LWS	18	6	2430	45.0	0.9407000839564472	0.9221375689047896	0.9221375689047896
GOTERM_CC_5	GO:0001750~photoreceptor outer segment	2	6.25	0.04143941697746934	RHO, LWS	14	6	1852	44.095238095238095	0.9304923376196486	1.0	1.0
GOTERM_CC_4	GO:0001750~photoreceptor outer segment	2	6.25	0.04198648381082352	RHO, LWS	18	6	2389	44.24074074074074	0.9524241908052792	0.9936801168561566	0.9936801168561566
GOTERM_BP_FAT	GO:0033043~regulation of organelle organization	4	12.5	0.043011117882917595	STMN1, STMN2, STMN3, LIG3	18	98	2073	4.700680272108843	0.9999998877700371	0.680697691712261	0.6601271570726048
GOTERM_BP_4	GO:0033043~regulation of organelle organization	4	12.5	0.044890709965300896	STMN1, STMN2, STMN3, LIG3	18	98	2038	4.621315192743763	0.9997762764579604	1.0	0.9945054945054945
GOTERM_MF_FAT	GO:0004930~G-protein coupled receptor activity	4	12.5	0.047203551047601544	OPN1SW, RHO, LWS, LOC751972	20	111	2541	4.578378378378378	0.9843681215604597	0.6844514901902223	0.6844514901902223
GOTERM_BP_ALL	GO:0003008~system process	5	15.625	0.04777197266250261	NFASC, OPN1SW, RHO, LWS, LOC751972	18	178	2124	3.314606741573034	0.9999999992778742	0.8216779297950448	0.8025691407300439
GOTERM_BP_2	GO:0003008~system process	5	15.625	0.04812451408175256	NFASC, OPN1SW, RHO, LWS, LOC751972	18	178	2119	3.3068039950062427	0.9267601331312245	0.6376498115832214	0.6376498115832214
GOTERM_BP_5	GO:0033043~regulation of organelle organization	4	12.5	0.050312673341357875	STMN1, STMN2, STMN3, LIG3	18	98	1947	4.414965986394558	0.9999671807616394	1.0	0.9949748743718593
GOTERM_MF_ALL	GO:0004930~G-protein coupled receptor activity	4	12.5	0.05119800395468069	OPN1SW, RHO, LWS, LOC751972	21	111	2593	4.4495924495924495	0.9924607205820117	0.7935690612975507	0.7935690612975507
GOTERM_BP_FAT	GO:0003008~system process	5	15.625	0.05152246968923432	NFASC, OPN1SW, RHO, LWS, LOC751972	18	178	2073	3.2350187265917603	0.9999999956564479	0.7814241236200538	0.7578096583458215
GOTERM_MF_DIRECT	GO:0015631~tubulin binding	2	6.25	0.052817859654198364	STMN1, STMN3	21	7	2593	35.27891156462585	0.7689507751247892	0.35652055266583893	0.35652055266583893
GOTERM_CC_FAT	GO:0097733~photoreceptor cell cilium	2	6.25	0.05463114381753651	RHO, LWS	11	9	1611	32.54545454545455	0.9843506777483325	0.9827248569853922	0.9827248569853922
GOTERM_BP_ALL	GO:0000226~microtubule cytoskeleton organization	3	9.375	0.056888982768183334	STMN1, STMN2, STMN3	18	49	2124	7.224489795918367	0.9999999999884651	0.9408562534738014	0.9189758754860384
GOTERM_MF_4	GO:0004930~G-protein coupled receptor activity	4	12.5	0.05695238864919394	OPN1SW, RHO, LWS, LOC751972	20	111	2355	4.243243243243243	0.8174108520281629	0.8258096354133122	0.8258096354133122
GOTERM_CC_ALL	GO:0097733~photoreceptor cell cilium	2	6.25	0.05826899181923327	RHO, LWS	18	9	2561	31.61728395061728	0.9988682868155697	1.0	1.0
GOTERM_BP_FAT	GO:0000226~microtubule cytoskeleton organization	3	9.375	0.05940097708324869	STMN1, STMN2, STMN3	18	49	2073	7.051020408163264	0.9999999997914326	0.864878226332101	0.8387417964154715
GOTERM_BP_3	GO:0000226~microtubule cytoskeleton organization	3	9.375	0.05960496268417064	STMN1, STMN2, STMN3	18	49	2069	7.037414965986394	0.9997001090408029	0.9834818842888156	0.9834818842888156
GOTERM_CC_3	GO:0097733~photoreceptor cell cilium	2	6.25	0.06132770490752588	RHO, LWS	18	9	2430	29.999999999999996	0.9855974964700894	1.0	1.0
GOTERM_CC_5	GO:0097733~photoreceptor cell cilium	2	6.25	0.0615592431661847	RHO, LWS	14	9	1852	29.396825396825395	0.9817344712522944	1.0	1.0
GOTERM_CC_4	GO:0097733~photoreceptor cell cilium	2	6.25	0.06235207026135889	RHO, LWS	18	9	2389	29.493827160493826	0.9896527311400167	1.0	1.0
GOTERM_BP_ALL	GO:0031175~neuron projection development	4	12.5	0.06561784802263132	NFASC, STMN1, STMN3, NRCAM	18	119	2124	3.9663865546218484	0.9999999999997884	1.0	0.9790209790209791
